nameWithOwner,createdAt,pullRequests,releases,updatedAt,primaryLanguage,issues,closedIssues,ageInYears,ageInMonths,releasesMonth,daysFromUpdate
fzaninotto/Faker,14/10/2011 22:49:02,1504,12,08/03/2023 13:58:38,PHP,570,494,11,139.25641580555555,0.08617197226126846,0.5324741666666667
httpie/httpie,25/02/2012 12:39:13,572,44,08/03/2023 12:37:28,Python,806,677,11,134.36186950925926,0.32747385966498355,1.8852519444444444
Tencent/weui,18/12/2014 04:09:54,268,39,08/03/2023 08:08:54,HTML,657,613,8,100.41148987962963,0.38840176604044085,6.361363055555556
Advanced-Frontend/Daily-Interview-Question,19/01/2019 10:49:00,23,0,08/03/2023 13:57:45,JavaScript,553,297,4,50.42310099074074,0.0,0.5471963888888889
PKUFlyingPig/cs-self-learning,20/10/2021 13:43:42,190,2,08/03/2023 13:50:18,HTML,110,60,1,16.826045435185186,0.11886334241186412,0.6713630555555555
yewstack/yew,16/12/2017 14:19:02,1789,33,08/03/2023 12:49:53,Rust,1122,1028,5,63.60641580555556,0.5188155877369479,1.6783074999999998
sharkdp/fd,09/05/2017 21:27:10,534,35,08/03/2023 13:04:05,Rust,725,658,5,71.50189728703704,0.48949750045787016,1.4416408333333333
ZuzooVn/machine-learning-for-software-engineers,09/10/2016 21:20:25,84,0,08/03/2023 12:56:45,,22,8,6,78.57231395370371,0.0,1.5638630555555555
fastify/fastify,28/09/2016 19:10:14,2698,251,08/03/2023 11:45:16,JavaScript,1655,1600,6,79.01130469444445,3.176760603696861,2.7552519444444448
alibaba/druid,03/11/2011 05:12:51,1304,48,08/03/2023 08:52:01,Java,3822,1418,11,138.40985099074075,0.34679612510536606,5.642751944444445
bradtraversy/50projects50days,16/11/2020 14:39:01,132,0,08/03/2023 13:32:01,CSS,0,0,2,28.82864728703704,0.0,0.9760852777777778
houshanren/hangzhou_house_knowledge,24/02/2018 01:54:18,13,0,08/03/2023 09:53:56,CSS,0,0,5,61.68682321296296,0.0,4.6108075
ianstormtaylor/slate,18/06/2016 01:52:42,2241,129,08/03/2023 13:54:22,TypeScript,2973,2423,6,82.22104543518519,1.5689413740389695,0.6035852777777778
harness/drone,07/02/2014 07:54:44,1417,25,08/03/2023 10:10:26,Go,1787,1733,9,110.75324913888889,0.22572701202335857,4.3358075000000005
transloadit/uppy,16/11/2015 12:32:33,2359,52,08/03/2023 08:58:59,JavaScript,1978,1876,7,89.03223987962963,0.5840580903086712,5.5266408333333334
danielgindi/Charts,20/03/2015 10:49:12,880,36,08/03/2023 13:15:29,Swift,4132,3317,7,97.12298987962963,0.37066404200094094,1.2516408333333333
swc-project/swc,22/12/2017 11:40:14,4063,237,08/03/2023 11:39:05,Rust,2514,2198,5,63.49463802777778,3.732598647090746,2.8583075
files-community/Files,04/01/2019 18:19:14,4009,83,08/03/2023 14:07:52,C#,7450,7057,4,51.43963802777778,1.6135416807400431,0.3785852777777778
coreybutler/nvm-windows,20/09/2014 16:37:28,136,18,08/03/2023 13:31:35,Go,722,649,8,103.72950839814816,0.1735282493667091,0.9833075
SortableJS/Sortable,19/12/2013 10:10:13,491,24,08/03/2023 09:44:54,JavaScript,1682,1279,9,112.34464728703705,0.21362833547984492,4.761363055555556
solidjs/solid,24/04/2018 16:36:27,346,32,08/03/2023 14:10:49,TypeScript,691,666,4,59.99673987962963,0.5333623137557311,0.32941861111111115
sqlmapproject/sqlmap,26/06/2012 09:52:15,343,8,08/03/2023 14:12:14,Python,4886,4833,10,130.38796210185185,0.06135535728176228,0.3058075
mobxjs/mobx,14/03/2015 14:31:38,1214,84,08/03/2023 12:27:29,TypeScript,1860,1839,7,97.96608247222223,0.8574396146116975,2.0516408333333334
CMU-Perceptual-Computing-Lab/openpose,24/04/2017 14:06:31,241,15,08/03/2023 13:36:08,C++,1847,1640,5,71.48003617592593,0.20984880258149496,0.9074741666666667
halo-dev/halo,21/03/2018 12:56:52,1193,109,08/03/2023 14:17:17,Java,2169,1890,4,60.48539728703704,1.8020878573837258,0.22164083333333334
byoungd/English-level-up-tips,30/05/2017 07:18:52,29,0,08/03/2023 10:24:26,,73,56,5,70.50650839814816,0.0,4.102474166666667
WerWolv/ImHex,10/11/2020 14:27:00,290,54,08/03/2023 12:29:16,C++,634,528,2,29.035323212962965,1.8598036468866113,2.021918611111111
GoogleChrome/lighthouse,08/03/2016 01:03:11,5395,96,08/03/2023 13:26:27,JavaScript,8570,8021,7,85.64855469444446,1.1208595444778355,1.0688630555555556
hashicorp/consul,04/11/2013 22:15:27,11376,131,08/03/2023 14:07:08,Go,5061,4030,9,114.2084065462963,1.1470258973177858,0.39080750000000003
nvie/gitflow,20/01/2010 23:14:12,218,0,08/03/2023 10:10:05,Shell,357,125,13,160.30910099074075,0.0,4.341640833333334
parallax/jsPDF,06/12/2009 14:56:32,1229,32,08/03/2023 12:32:44,JavaScript,2330,2194,13,162.08558247222223,0.1974265663356213,1.9641408333333332
cheeriojs/cheerio,09/10/2011 04:23:20,1907,57,08/03/2023 12:22:42,TypeScript,1115,1104,11,139.27069358333333,0.4092749058214014,2.1313630555555556
kubernetes/minikube,15/04/2016 22:38:35,7603,138,08/03/2023 10:09:05,Go,8359,7558,6,84.42888802777779,1.6345116372324706,4.3583075000000004
ibraheemdev/modern-unix,12/01/2021 00:50:14,49,0,08/03/2023 12:07:40,,66,11,2,26.622415805555555,0.0,2.3819186111111113
angular/angular-cli,04/06/2015 19:49:37,10301,576,08/03/2023 13:34:00,TypeScript,14147,13939,7,95.05609173148149,6.0595800806444835,0.9430297222222223
realpython/python-guide,15/03/2011 03:24:20,844,0,08/03/2023 08:52:17,Batchfile,268,173,11,146.23680469444446,0.0,5.6383075
SeleniumHQ/selenium,14/01/2013 21:40:56,2808,80,08/03/2023 09:56:31,Java,8805,8651,10,124.02758247222222,0.6450178130168518,4.567751944444445
OAI/OpenAPI-Specification,03/03/2014 16:53:36,1030,10,08/03/2023 12:32:58,JavaScript,1962,1447,9,110.42054543518519,0.09056285640130092,1.9602519444444444
rethinkdb/rethinkdb,30/10/2012 05:37:47,683,71,08/03/2023 10:09:12,C++,6363,5026,10,126.32933247222222,0.5620230758015899,4.356363055555556
vercel/swr,28/10/2019 18:16:01,792,93,08/03/2023 13:42:40,TypeScript,731,660,3,41.54142506481482,2.2387291686526685,0.7985852777777778
geekcompany/ResumeSample,08/09/2014 08:08:13,10,0,08/03/2023 14:07:22,,0,0,8,103.64575839814816,0.0,0.38691861111111114
jobbole/awesome-python-cn,03/11/2015 09:50:50,82,0,08/03/2023 13:37:05,Makefile,27,17,7,89.55541580555557,0.0,0.8916408333333333
zhongyang219/TrafficMonitor,30/07/2017 02:51:17,56,24,08/03/2023 14:09:51,C++,1399,594,5,68.62183247222222,0.34974291905881527,0.3455297222222222
JedWatson/react-select,26/08/2014 04:27:45,1692,46,08/03/2023 14:18:36,TypeScript,3414,3196,8,104.20157321296296,0.44145206815627497,0.1996963888888889
yunjey/pytorch-tutorial,10/03/2017 07:41:47,67,0,08/03/2023 13:51:31,Python,176,112,5,73.19377691666668,0.0,0.6510852777777778
jesseduffield/lazydocker,18/05/2019 08:53:50,187,35,08/03/2023 10:29:27,Go,249,161,3,46.52041580555556,0.7523578496437306,4.018863055555555
YMFE/yapi,30/05/2016 09:09:09,288,1,08/03/2023 12:24:48,JavaScript,2366,902,6,82.6119065462963,0.012104792660118465,2.0963630555555555
qiurunze123/miaosha,14/09/2018 04:36:24,69,0,08/03/2023 12:04:11,Java,77,76,4,54.86343432407408,0.0,2.439974166666667
codemirror/codemirror5,14/01/2011 13:44:03,2867,167,08/03/2023 08:54:45,JavaScript,4134,3747,12,147.8925176574074,1.1291984384690443,5.597196388888889
nagadomi/waifu2x,17/05/2015 07:29:15,78,3,08/03/2023 12:05:40,Lua,348,204,7,95.30073987962963,0.03147929390463468,2.4152519444444445
slidevjs/slidev,24/04/2021 01:25:23,254,221,08/03/2023 12:14:22,TypeScript,554,512,1,23.202888027777778,9.524676399568262,2.2702519444444444
JakeWharton/butterknife,05/03/2013 08:18:59,490,0,08/03/2023 12:29:01,Java,1177,1080,10,122.03977691666667,0.0,2.026085277777778
lenve/vhr,04/01/2018 08:57:51,76,0,08/03/2023 09:18:28,Java,247,94,5,63.15151765740741,0.0,5.201918611111111
github/fetch,13/10/2014 00:26:19,301,38,08/03/2023 07:58:32,JavaScript,624,579,8,102.7357028425926,0.3698811508421958,6.534140833333334
alibaba/nacos,15/06/2018 06:49:27,3182,52,08/03/2023 11:11:47,Java,6740,6536,4,57.82285099074075,0.8992984453209827,3.3133075
TheAlgorithms/JavaScript,13/07/2017 06:12:33,1111,0,08/03/2023 12:34:49,JavaScript,172,168,5,69.07668432407408,0.0,1.9294186111111111
request/request,23/01/2011 01:25:14,1170,0,08/03/2023 13:45:36,JavaScript,2242,2169,12,148.00297136111112,0.0,0.7496963888888889
dromara/hutool,13/04/2014 07:23:51,720,128,08/03/2023 11:51:39,Java,2199,2196,8,108.60373987962963,1.1785966131725123,2.6488630555555557
facebookresearch/Detectron,05/10/2017 17:32:00,99,0,08/03/2023 08:40:27,Python,922,617,5,66.66587876851852,0.0,5.835529722222223
select2/select2,04/03/2012 18:43:12,1489,29,08/03/2023 07:07:01,JavaScript,4741,4670,11,134.6596565462963,0.2153577451761117,7.392751944444445
explosion/spaCy,03/07/2014 15:15:40,3650,110,08/03/2023 14:15:48,Python,5361,5292,8,106.40828617592594,1.0337540801863478,0.24636305555555554
ajaxorg/ace,27/10/2010 10:43:36,2054,33,08/03/2023 13:52:34,JavaScript,2893,2775,12,150.62610099074075,0.21908553552766108,0.6335852777777778
Modernizr/Modernizr,25/09/2009 20:13:23,1220,25,08/03/2023 05:09:26,JavaScript,1483,1317,13,164.30955469444444,0.15215183344931363,9.352474166666667
Automattic/mongoose,06/04/2010 21:39:05,2908,80,08/03/2023 14:07:06,JavaScript,10011,9734,12,157.82861025000003,0.5068789484573186,0.39136305555555556
zsh-users/zsh-autosuggestions,26/10/2013 16:09:37,192,0,08/03/2023 13:31:29,Shell,533,425,9,114.71164728703704,0.0,0.9849741666666667
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,14/01/2013 15:46:28,315,0,08/03/2023 09:35:45,Jupyter Notebook,240,88,10,124.22450839814816,0.0,4.913863055555556
GitbookIO/gitbook,31/03/2014 03:01:56,386,0,08/03/2023 13:59:47,JavaScript,0,0,8,109.18258247222222,0.0,0.5133075
appsmithorg/appsmith,30/06/2020 04:07:36,8666,153,08/03/2023 13:43:53,TypeScript,12464,9328,2,33.04610099074075,4.629895673406959,0.7783075
The-Run-Philosophy-Organization/run,10/04/2022 05:42:40,212,0,08/03/2023 13:51:01,,220,203,0,11.359952842592591,0.0,0.6594186111111111
digitalocean/nginxconfig.io,05/01/2018 14:21:14,204,0,08/03/2023 09:51:54,JavaScript,210,170,5,62.93852691666667,0.0,4.644696388888889
alibaba/fastjson,03/11/2011 06:58:52,848,84,08/03/2023 10:57:37,Java,3474,1660,11,138.3509528425926,0.6071515827980611,3.5494186111111112
alibaba/canal,13/01/2013 10:59:52,606,26,08/03/2023 11:53:31,Java,3988,3116,10,123.65039728703704,0.21027025040319644,2.6177519444444446
wuyouzhuguli/SpringAll,02/05/2018 02:48:44,22,0,08/03/2023 13:24:06,Java,42,27,4,59.42324913888889,0.0,1.1080297222222222
pmndrs/react-spring,07/03/2018 15:39:32,492,46,08/03/2023 12:43:54,TypeScript,1144,1065,5,61.62836025,0.7464096044969816,1.778029722222222
coolsnowwolf/lede,06/09/2017 07:39:03,3061,4,08/03/2023 13:36:31,C,7560,7047,5,67.19529543518519,0.059527976982529894,0.9010852777777778
labstack/echo,01/03/2015 17:43:01,879,98,08/03/2023 14:21:38,Go,1325,1278,8,98.29309173148148,0.9970181858529574,0.14914083333333333
rstacruz/nprogress,20/08/2013 13:58:02,95,7,08/03/2023 13:16:44,JavaScript,149,50,9,116.25141580555555,0.06021432041488716,1.2308074999999998
proxyee-down-org/proxyee-down,25/10/2017 10:07:27,35,49,08/03/2023 13:19:03,Java,0,0,5,65.4795176574074,0.7483256100994943,1.192196388888889
encode/django-rest-framework,02/03/2011 17:13:56,4486,17,08/03/2023 13:26:23,Python,3807,3735,12,146.97591580555556,0.11566520886653604,1.0699741666666667
jamiebuilds/the-super-tiny-compiler,11/03/2016 04:19:18,58,0,08/03/2023 13:04:02,JavaScript,0,0,6,85.43960099074074,0.0,1.4424741666666665
balena-io/etcher,27/10/2015 16:53:23,1992,252,08/03/2023 14:06:09,TypeScript,2014,1607,7,90.32066580555555,2.7900591492816442,0.4071963888888889
influxdata/influxdb,26/09/2013 14:31:10,10969,76,08/03/2023 13:30:47,Go,12802,11141,9,115.76634173148149,0.6564947882371631,0.9966408333333333
gofiber/fiber,16/01/2020 03:59:20,1276,103,08/03/2023 12:51:48,Go,1061,1032,3,38.58402691666667,2.669498448735229,1.6463630555555555
remy/nodemon,03/10/2010 12:50:52,507,87,08/03/2023 09:01:16,JavaScript,1586,1578,12,151.35539728703705,0.5748060628126089,5.488585277777778
photoprism/photoprism,27/01/2018 12:00:15,580,52,08/03/2023 13:38:07,Go,1722,1366,5,62.283517657407415,0.8348918294247244,0.8744186111111111
hashicorp/vagrant,21/01/2010 08:34:27,3731,5,08/03/2023 01:55:08,Ruby,9308,8672,13,159.99785099074074,0.03125041973400852,12.5908075
viraptor/reverse-interview,08/09/2019 13:38:40,95,0,08/03/2023 03:55:17,,24,17,3,42.595508398148155,0.0,10.5883075
ageron/handson-ml,16/02/2016 19:48:39,117,0,08/03/2023 12:44:12,Jupyter Notebook,550,432,7,86.48996210185184,0.0,1.7730297222222222
mattermost/mattermost-server,15/06/2015 06:50:02,15067,339,08/03/2023 13:43:22,Go,7196,6611,7,94.35586024999999,3.592781615278634,0.7869186111111112
alibaba/spring-cloud-alibaba,01/12/2017 20:49:15,1156,32,08/03/2023 14:10:12,Java,2021,1626,5,64.65629543518519,0.4949247367888322,0.3396963888888889
lyswhut/lx-music-desktop,14/08/2019 14:31:08,54,97,08/03/2023 14:06:33,TypeScript,1133,935,3,44.166360250000004,2.196241652038782,0.4005297222222222
ehang-io/nps,04/11/2018 13:22:51,101,59,08/03/2023 13:51:48,Go,1066,671,4,52.87096210185186,1.1159244631550493,0.6463630555555556
facebook/folly,01/06/2012 20:49:04,905,128,08/03/2023 12:05:59,C++,1006,693,10,131.6230639537037,0.9724739430547061,2.4099741666666668
lukasz-madon/awesome-remote-job,02/01/2015 00:31:34,769,0,08/03/2023 14:15:16,,45,39,8,100.03278617592592,0.0,0.25525194444444443
portainer/portainer,19/05/2016 20:15:28,3806,102,08/03/2023 10:14:43,Go,4808,3895,6,83.3750639537037,1.2233873674344442,4.264418611111111
donnemartin/data-science-ipython-notebooks,23/01/2015 19:38:29,57,0,08/03/2023 13:12:22,Python,35,22,8,99.46227691666667,0.0,1.3035852777777777
immerjs/immer,29/12/2017 12:25:47,425,100,08/03/2023 09:14:55,JavaScript,594,567,5,63.23599913888889,1.581377717783255,5.261085277777778
nylas/nylas-mail,16/10/2014 18:29:12,255,53,08/03/2023 00:43:49,JavaScript,3420,2440,8,102.80076765740742,0.5155603523956859,13.779418611111112
bvaughn/react-virtualized,03/11/2015 00:48:07,623,4,08/03/2023 10:33:18,JavaScript,1168,721,7,89.85692506481482,0.04451521123291004,3.954696388888889
lovell/sharp,19/08/2013 20:24:24,369,55,08/03/2023 13:49:52,JavaScript,3208,3087,9,116.8367676574074,0.4707422252665599,0.6785852777777778
floating-ui/floating-ui,29/03/2016 17:00:47,925,297,08/03/2023 14:01:13,TypeScript,1061,1049,6,85.18322136111112,3.48660211781554,0.4894186111111111
ggreer/the_silver_searcher,19/11/2011 19:50:47,688,0,08/03/2023 03:39:34,C,819,407,11,138.15544358333332,0.0,10.850251944444445
facebook/rocksdb,30/11/2012 06:16:18,8255,170,08/03/2023 12:41:29,C++,2789,2264,10,125.27460099074074,1.357018890146495,1.8183075
go-kit/kit,03/02/2015 00:01:19,642,12,08/03/2023 09:53:19,Go,554,519,8,98.98292506481482,0.12123303076911804,4.6210852777777776
AllThingsSmitty/css-protips,29/08/2015 12:29:03,106,0,08/03/2023 05:47:27,,54,49,7,91.6675176574074,0.0,8.718863055555556
ycm-core/YouCompleteMe,16/04/2012 03:12:14,953,0,08/03/2023 12:06:36,Python,3175,3162,10,132.97686025,0.0,2.399696388888889
dwmkerr/hacker-laws,25/01/2018 03:46:34,194,1,08/03/2023 08:05:39,Shell,200,69,5,62.624452842592596,0.015968203387157945,6.415529722222223
cfenollosa/os-tutorial,29/09/2014 08:39:34,99,0,08/03/2023 12:13:44,C,162,98,8,102.92834173148148,0.0,2.2808075000000003
qishibo/AnotherRedisDesktopManager,08/01/2019 06:01:56,192,43,08/03/2023 13:11:14,JavaScript,812,656,4,50.94924913888889,0.8439771091185457,1.3224741666666666
veggiemonk/awesome-docker,21/09/2014 17:01:48,932,1,08/03/2023 12:50:11,,115,115,8,103.6826565462963,0.009644814603621588,1.6733075
cmderdev/cmder,09/07/2013 07:44:22,558,32,08/03/2023 13:52:26,C++,2203,2176,9,117.85900839814816,0.2715108538152506,0.6358075
SDWebImage/SDWebImage,21/09/2009 17:39:19,1281,124,08/03/2023 07:56:49,Objective-C,2186,2142,13,164.52848062037037,0.7536689060304097,6.562751944444445
ray-project/ray,25/10/2016 19:38:30,19805,63,08/03/2023 14:04:49,Python,13052,10421,6,78.09560099074075,0.8067035684566851,0.4294186111111111
hollischuang/toBeTopJavaer,25/10/2018 09:54:54,74,0,08/03/2023 10:40:21,Java,122,70,4,53.319823212962966,0.0,3.837196388888889
stedolan/jq,18/07/2012 19:57:25,567,9,08/03/2023 10:09:40,C,1978,1304,10,130.0850917314815,0.06918548374918766,4.348585277777778
powerline/fonts,19/12/2012 13:31:50,135,1,08/03/2023 12:49:09,Shell,244,94,10,124.39930469444444,0.008038630139101244,1.6905297222222222
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,28/03/2015 16:52:40,103,0,08/03/2023 14:21:10,JavaScript,29,21,7,97.42106395370371,0.0,0.1569186111111111
apache/kafka,15/08/2011 18:06:16,13359,0,08/03/2023 14:01:42,Java,0,0,11,141.41350839814814,0.0,0.4813630555555556
mbeaudru/modern-js-cheatsheet,18/09/2017 14:56:00,86,0,08/03/2023 11:45:15,,48,40,5,67.31921210185185,0.0,2.755529722222222
dokku/dokku,08/06/2013 10:26:57,2980,237,08/03/2023 13:58:56,Shell,2513,2475,9,118.80201765740742,1.9949156140044968,0.5274741666666667
tj/commander.js,14/08/2011 21:33:58,889,72,08/03/2023 09:30:24,JavaScript,955,950,11,141.3314528425926,0.5094407405561008,5.003029722222222
terryum/awesome-deep-learning-papers,03/06/2016 06:48:30,73,0,08/03/2023 09:25:44,TeX,26,11,6,82.55671210185186,0.0,5.0808075
akveo/ngx-admin,25/05/2016 10:09:03,966,18,08/03/2023 11:43:47,TypeScript,1715,1316,6,82.74529543518518,0.2175350260740744,2.779974166666667
facebookresearch/fastText,16/07/2016 13:38:42,252,4,08/03/2023 11:55:49,HTML,1056,608,6,80.89548987962962,0.04944651433537142,2.579418611111111
ageron/handson-ml2,08/01/2019 03:49:07,125,0,08/03/2023 11:55:00,Jupyter Notebook,482,295,4,51.023036175925924,0.0,2.5930297222222225
greenrobot/EventBus,16/07/2012 16:55:40,127,7,08/03/2023 06:36:13,Java,572,467,10,130.25273062037036,0.053741675638278426,7.906085277777778
yuzu-emu/yuzu,03/01/2018 18:13:57,5918,0,08/03/2023 12:28:11,C++,3464,2443,5,63.642573212962965,0.0,2.0399741666666666
fabricjs/fabric.js,09/06/2010 22:24:38,2497,120,08/03/2023 10:09:59,JavaScript,5629,5374,12,155.6699713611111,0.7708615794733676,4.3433075
AMAI-GmbH/AI-Expert-Roadmap,24/10/2020 21:49:40,15,0,08/03/2023 13:05:24,JavaScript,56,44,2,29.356063953703703,0.0,1.4196963888888887
tqdm/tqdm,03/06/2015 13:13:14,506,120,08/03/2023 13:35:51,Python,891,563,7,94.54297136111111,1.2692641057541403,0.9121963888888889
lapce/lapce,06/02/2018 08:41:06,917,24,08/03/2023 14:16:30,Rust,1243,712,5,62.060823212962966,0.3867173968615195,0.23469638888888888
scwang90/SmartRefreshLayout,02/06/2017 09:52:50,27,10,08/03/2023 11:34:44,Java,1471,1199,5,70.32097136111112,0.14220508912836485,2.9308075000000002
google/python-fire,21/02/2017 21:35:07,159,9,08/03/2023 13:10:22,Python,276,169,6,74.06414728703704,0.12151628459476249,1.336918611111111
remoteintech/remote-jobs,13/10/2015 03:49:25,1449,0,08/03/2023 13:11:40,JavaScript,143,132,7,90.45620284259259,0.0,1.3152519444444444
python-poetry/poetry,28/02/2018 15:23:47,2277,121,08/03/2023 12:53:23,Python,4791,4214,5,61.87044358333334,1.9556995714282381,1.6199741666666665
SerenityOS/serenity,02/12/2018 19:28:41,14417,0,08/03/2023 13:56:24,C++,3269,2730,4,52.50105469444445,0.0,0.5696963888888888
sindresorhus/awesome-electron,23/04/2015 11:48:53,653,0,08/03/2023 10:29:55,,41,41,7,95.95649913888889,0.0,4.011085277777778
iview/iview,28/07/2016 01:52:59,1068,85,08/03/2023 10:38:10,Vue,5581,4468,6,80.88755469444445,1.050841508574347,3.873585277777778
johnpapa/angular-styleguide,29/07/2014 00:07:51,444,0,06/03/2023 15:28:11,,424,361,8,105.27929543518519,0.0,24.039974166666664
huggingface/pytorch-image-models,02/02/2019 05:51:12,321,41,08/03/2023 13:08:10,Python,674,606,4,50.12187876851852,0.818006048603111,1.3735852777777777
pjreddie/darknet,11/04/2014 07:59:16,256,0,08/03/2023 14:18:50,C,2329,543,8,108.65073062037038,0.0,0.19580750000000002
helm/helm,06/10/2015 01:07:32,4836,170,08/03/2023 06:52:17,Go,6979,6699,7,90.7794713611111,1.8726700811437647,7.6383075
dmlc/xgboost,06/02/2014 17:28:03,4143,49,08/03/2023 09:44:09,C++,4731,4419,9,111.23473987962963,0.44050986277330567,4.773863055555556
airbnb/lottie-ios,06/10/2016 22:38:38,707,56,08/03/2023 11:48:14,Swift,1192,1162,6,78.62886025,0.7122066862211702,2.7058075
facebookresearch/detectron2,05/09/2019 21:30:20,578,10,08/03/2023 13:23:53,Python,3226,2954,3,43.20013802777778,0.2314807418802685,1.1116408333333332
xuxueli/xxl-job,28/11/2015 12:59:34,419,31,08/03/2023 12:07:54,Java,2683,1716,7,88.61723062037036,0.34981910157858237,2.378029722222222
GorvGoyl/Clone-Wars,02/12/2020 11:10:16,134,0,08/03/2023 14:24:15,,72,62,2,27.64461950925926,0.0,0.10552972222222223
pypa/pipenv,20/01/2017 00:44:02,1657,65,08/03/2023 01:34:51,Python,3905,3725,6,75.05919358333333,0.8659831913572951,12.928863055555556
kataras/iris,30/01/2016 04:36:48,410,27,08/03/2023 12:10:26,Go,906,828,7,86.7965454351852,0.31107228824172606,2.3358075
kilimchoi/engineering-blogs,13/06/2015 18:25:17,1012,0,08/03/2023 14:22:59,Ruby,85,74,7,94.80294358333335,0.0,0.12664083333333334
DIYgod/RSSHub,02/04/2018 14:43:21,7688,0,08/03/2023 14:00:23,JavaScript,4254,3995,4,60.7929065462963,0.0,0.5033075
eugeneyan/applied-ml,04/07/2020 18:57:47,221,0,08/03/2023 13:20:58,,17,14,2,33.18488802777778,0.0,1.1602519444444443
TheAlgorithms/C-Plus-Plus,16/07/2016 10:19:45,2169,0,08/03/2023 11:54:34,C++,254,229,6,81.0060176574074,0.0,2.6002519444444445
swagger-api/swagger-ui,15/07/2011 22:56:39,3275,256,08/03/2023 12:06:03,JavaScript,5028,4155,11,142.2855176574074,1.7991992735085824,2.4088630555555555
fastai/fastai,09/09/2017 17:43:36,2169,48,08/03/2023 13:50:35,Jupyter Notebook,1700,1569,5,67.52610099074074,0.7108362439967001,0.6666408333333333
ShareX/ShareX,08/10/2013 23:32:10,1025,76,08/03/2023 14:16:53,C#,5733,5235,9,115.06578617592592,0.6604917284778499,0.2283075
nushell/nushell,10/05/2019 16:59:42,4594,68,08/03/2023 14:16:31,Rust,3453,2772,3,47.28382321296297,1.438123979394239,0.23441861111111112
dani-garcia/vaultwarden,17/02/2018 22:40:20,703,46,08/03/2023 14:20:47,Rust,1528,1523,5,61.99458247222223,0.7420003194732558,0.1633075
hammerjs/hammer.js,02/03/2012 12:58:28,250,0,08/03/2023 09:16:25,JavaScript,1034,762,11,134.15117506481482,0.0,5.236085277777778
VundleVim/Vundle.vim,17/10/2010 23:17:53,241,0,08/03/2023 01:48:24,Vim Script,713,550,12,151.30705469444445,0.0,12.703029722222222
CymChad/BaseRecyclerViewAdapterHelper,10/04/2016 07:40:11,280,196,08/03/2023 08:35:13,Java,3444,2922,6,84.32799913888888,2.324257684297554,5.922751944444444
seata/seata,28/12/2018 08:37:22,2288,35,08/03/2023 12:50:04,Java,3086,2457,4,51.2295639537037,0.6831992564221236,1.6752519444444443
emscripten-core/emscripten,12/02/2011 05:23:30,10580,0,08/03/2023 13:47:30,C,8060,6811,12,147.20393432407408,0.0,0.7180297222222223
vuejs/devtools,29/09/2014 03:52:07,409,84,08/03/2023 04:07:29,TypeScript,1518,1098,8,103.08803617592594,0.8148375225292773,10.384974166666666
react-native-elements/react-native-elements,08/09/2016 14:21:41,1602,84,08/03/2023 10:20:30,TypeScript,2028,1979,6,79.07161025,1.0623281824464932,4.168029722222222
signalapp/Signal-Android,15/12/2011 20:01:12,2663,0,08/03/2023 13:40:54,Java,10071,9829,11,137.2829898796296,0.0,0.8280297222222223
angular/components,04/01/2016 18:50:02,12713,355,08/03/2023 09:25:42,TypeScript,13927,12127,7,87.95586025,4.036115376405519,5.081363055555555
mongodb/mongo,15/01/2009 16:15:18,1512,0,08/03/2023 12:23:13,C++,0,0,14,172.8751565462963,0.0,2.1227519444444445
sampotts/plyr,14/02/2015 11:33:07,530,83,08/03/2023 08:22:11,JavaScript,1962,1182,8,98.23192506481483,0.8449391574606261,6.139974166666667
beurtschipper/Depix,06/12/2020 12:39:08,28,0,08/03/2023 09:56:00,Python,0,0,2,27.461915805555552,0.0,4.5763630555555554
nsqio/nsq,12/05/2012 14:37:08,805,30,08/03/2023 10:05:25,Go,621,571,10,132.49636024999998,0.22642131409039973,4.419418611111111
alibaba/flutter-go,08/01/2019 09:03:40,189,4,08/03/2023 12:21:39,Dart,0,0,4,50.84828617592593,0.07866538483048807,2.1488630555555557
Ebazhanov/linkedin-skill-assessments-quizzes,13/07/2019 19:52:56,4684,1,08/03/2023 11:36:44,Python,684,630,3,45.05424913888889,0.022195464781075286,2.897474166666667
open-mmlab/mmdetection,22/08/2018 07:06:06,2768,49,08/03/2023 12:55:50,Python,6744,6216,4,55.54693432407407,0.8821368919141839,1.5791408333333332
wesbos/JavaScript30,07/12/2016 19:15:31,579,0,08/03/2023 14:16:12,HTML,0,0,6,76.67503617592592,0.0,0.2396963888888889
Netflix/Hystrix,19/11/2012 20:14:46,805,79,08/03/2023 11:12:10,Java,1023,681,10,125.94211950925926,0.6272722764062417,3.306918611111111
yichengchen/clashX,13/06/2018 02:51:24,50,30,08/03/2023 14:20:13,Swift,0,0,4,58.02176765740741,0.5170473291530273,0.17275194444444444
littlecodersh/ItChat,19/01/2016 07:49:48,106,13,08/03/2023 13:39:35,Python,859,611,7,87.05598987962962,0.14932918479216434,0.8499741666666667
alpinejs/alpine,28/11/2019 13:51:55,721,113,08/03/2023 13:21:27,HTML,585,585,3,39.88814728703704,2.8329217495825643,1.1521963888888889
jaywcjlove/linux-command,12/11/2016 15:44:26,330,24,08/03/2023 13:22:28,Markdown,145,89,6,77.62563802777777,0.3091762027310072,1.1352519444444444
